session_id,date,first_ts,last_ts,user_msgs,assistant_msgs,total_msgs,tool_calls_total,cat_explore,cat_build,cat_execute,cat_coordinate,cat_mcp,files_read,files_edited,errors,user_text_chars
8ce6e364-f9a1-4aec-a4b8-c0473711ed23,2026-02-03,2026-02-03T00:31:01.122Z,2026-02-03T00:58:52.528Z,16,25,41,14,5,1,0,2,0,5,1,0,31713
fb76a51b-4af6-4896-b0e4-2a1fc0963fbc,2026-02-03,2026-02-03T00:59:47.592Z,2026-02-03T13:18:06.572Z,263,400,663,244,40,28,151,15,0,17,11,0,24530
213246c8-d024-49d9-80aa-8ad6273b0a33,2026-02-03,2026-02-03T01:47:38.311Z,2026-02-03T01:53:00.525Z,9,0,9,0,0,0,0,0,0,0,0,0,1383
8b8903ba-9513-4c14-87a1-bb6c0b8af0e6,2026-02-03,2026-02-03T01:53:16.424Z,2026-02-03T01:55:08.161Z,18,0,18,0,0,0,0,0,0,0,0,0,2868
b6cb409c-faef-4ee2-a6ad-82eeaddb0276,2026-02-03,2026-02-03T01:55:12.913Z,2026-02-03T01:55:33.658Z,9,0,9,0,0,0,0,0,0,0,0,0,1492
96ad0c8d-c0c7-4549-be4c-61d62f040aac,2026-02-03,2026-02-03T01:55:40.428Z,2026-02-03T01:55:55.359Z,9,0,9,0,0,0,0,0,0,0,0,0,1495
ae1f845f-ea6c-4c7f-aa32-206d334f9e6d,2026-02-03,2026-02-03T01:56:04.668Z,2026-02-03T01:56:36.993Z,9,0,9,0,0,0,0,0,0,0,0,0,1383
38f2ea99-5643-4024-98d0-66130349ba35,2026-02-03,2026-02-03T01:57:52.289Z,2026-02-03T01:58:18.796Z,10,10,20,8,1,1,6,0,0,1,1,0,84
815bf209-969a-4bb3-b2d0-bbabb6fbd8d2,2026-02-03,2026-02-03T13:07:31.083Z,2026-02-03T14:15:47.317Z,17,24,41,12,1,2,0,3,0,1,1,0,5499
b31d84f1-9b05-4dc3-97d2-eb534b111746,2026-02-03,2026-02-03T14:15:56.214Z,2026-02-03T16:04:12.183Z,162,251,413,153,59,5,69,15,0,12,3,0,4799
0f6f9974-910a-479a-93c9-e121a4e4d8e8,2026-02-03,2026-02-03T16:05:26.348Z,2026-02-03T16:22:11.044Z,48,78,126,44,8,7,24,2,0,5,4,0,5176
c78585ed-31a6-457f-a433-7b3e28fdd0e6,2026-02-03,2026-02-03T16:51:11.338Z,2026-02-03T17:17:28.436Z,123,154,277,114,24,51,26,9,0,14,14,0,4425
73cf3139-e029-4b11-a8b2-5ba3f6633b76,2026-02-03,2026-02-03T16:51:22.737Z,2026-02-03T17:52:28.125Z,55,71,126,45,35,0,7,0,0,9,0,0,28899
b26930a6-becb-411e-b316-6d03cfd1d821,2026-02-03,2026-02-03T17:36:24.431Z,2026-02-03T19:11:59.836Z,97,124,221,77,12,3,47,6,0,9,1,0,4679
7c62051b-7e3e-41e8-8750-f67dde9fc8f0,2026-02-03,2026-02-03T17:53:33.382Z,2026-02-03T18:16:59.383Z,63,83,146,58,21,1,25,9,0,16,1,0,4689
211b8455-eb06-4024-8d14-63515027ab3d,2026-02-03,2026-02-03T18:59:33.707Z,2026-02-03T19:12:48.496Z,24,38,62,23,17,1,0,2,0,17,1,0,4729
c232b97e-1626-47be-8427-8a54b0ecee40,2026-02-03,2026-02-03T19:23:06.377Z,2026-02-03T20:49:26.714Z,101,134,235,87,19,6,59,0,0,19,6,0,7643
73f0e5c1-048c-4fac-9481-a90436a892bf,2026-02-03,2026-02-03T20:50:25.276Z,2026-02-03T22:06:29.739Z,134,185,319,121,28,24,60,0,0,15,13,0,5855
5c9ee130-56dc-4082-9170-941318388769,2026-02-03,2026-02-03T22:06:58.257Z,2026-02-03T23:01:00.387Z,113,156,269,97,20,6,65,0,0,6,3,0,29751
b4bc5898-8e1b-4e92-91af-8bf0c6541d07,2026-02-03,2026-02-03T22:58:48.502Z,2026-02-03T23:39:10.921Z,92,117,209,88,24,42,12,9,0,10,10,0,1038
1ef003fc-1cb2-46bb-b9ed-c3fd262f5020,2026-02-03,2026-02-03T23:06:45.258Z,2026-02-04T01:30:12.566Z,117,153,270,88,22,5,43,3,0,6,4,0,156214
80892b1d-b891-4f3c-a2a0-6fef8b062402,2026-02-04,2026-02-04T00:02:05.301Z,2026-02-04T00:02:15.175Z,4,6,10,3,3,0,0,0,0,2,0,0,4069
26acb5e0-2ea1-4095-95ef-436c4cb1eff0,2026-02-04,2026-02-04T00:02:18.864Z,2026-02-04T00:02:28.787Z,4,6,10,3,3,0,0,0,0,2,0,0,4069
ce2b52f8-e307-4e77-83ab-de92b28e0eda,2026-02-04,2026-02-04T00:02:32.415Z,2026-02-04T00:02:32.415Z,0,0,0,0,0,0,0,0,0,0,0,0,0
eac2cb37-3a09-4eef-8e70-754eba8f20be,2026-02-04,2026-02-04T00:10:22.548Z,2026-02-04T00:13:26.703Z,19,32,51,18,6,3,5,2,0,4,3,0,4069
d7f668e9-416c-4687-91e5-f6b158bbf7c0,2026-02-04,2026-02-04T00:13:30.468Z,2026-02-04T00:15:08.735Z,23,35,58,22,11,3,3,5,0,8,3,0,4069
b732efc8-7fe1-43c5-9c4e-177338c96f4e,2026-02-04,2026-02-04T00:15:12.445Z,2026-02-04T00:16:39.261Z,22,33,55,21,11,3,3,4,0,8,3,0,4069
4da2f7e8-a56c-40af-9dbb-4b574ba63a2c,2026-02-04,2026-02-04T00:16:42.769Z,2026-02-04T00:18:50.968Z,29,48,77,28,11,5,10,2,0,3,3,0,4069
5b656c3d-cedc-4089-bad9-8efc16a094e9,2026-02-04,2026-02-04T00:18:54.679Z,2026-02-04T00:20:30.517Z,23,32,55,22,6,5,6,5,0,4,4,0,4069
f81685ab-46e5-4fef-b0f3-767462a1b80a,2026-02-04,2026-02-04T00:20:34.000Z,2026-02-04T00:21:32.640Z,18,27,45,17,5,4,6,2,0,4,4,0,4069
2399d302-88d3-4362-b4be-2a2ef2725168,2026-02-04,2026-02-04T00:21:36.075Z,2026-02-04T00:25:16.783Z,54,74,128,53,23,11,13,6,0,12,7,0,4069
7df1a6a2-f2d4-471b-8870-39b787ec7602,2026-02-04,2026-02-04T00:25:20.335Z,2026-02-04T00:27:34.010Z,34,49,83,33,9,5,13,6,0,4,4,0,4069
c758ae4a-fff8-42e4-8895-b06b7899cb99,2026-02-04,2026-02-04T00:27:37.443Z,2026-02-04T00:30:16.937Z,40,62,102,39,4,1,30,4,0,2,1,0,4069
3dfe4426-b524-4f0c-b549-c2c2b1bbc062,2026-02-04,2026-02-04T00:30:20.280Z,2026-02-04T00:32:18.318Z,30,45,75,29,17,5,2,4,0,4,4,0,4069
2d6efeb5-e7f4-48c0-bdef-9a10179fb3e8,2026-02-04,2026-02-04T00:32:21.778Z,2026-02-04T00:33:25.965Z,19,27,46,18,11,3,1,3,0,10,3,0,4069
c55a57cd-5de8-4272-aff5-d2d1ba09cb2a,2026-02-04,2026-02-04T00:33:29.712Z,2026-02-04T00:35:21.803Z,22,35,57,21,8,6,3,4,0,5,3,0,4069
afedd963-3df2-403b-b5be-5cf42ad27d10,2026-02-04,2026-02-04T00:35:25.350Z,2026-02-04T00:36:59.665Z,20,28,48,19,11,3,2,3,0,8,3,0,4069
cc7b725a-8558-4e40-b46f-ce2fa8b7b450,2026-02-04,2026-02-04T00:37:03.189Z,2026-02-04T00:38:51.183Z,20,31,51,19,8,5,2,4,0,5,3,0,4069
7809c6a2-3aa5-4373-8003-93e4b2dfb812,2026-02-04,2026-02-04T00:38:54.606Z,2026-02-04T00:41:01.331Z,18,25,43,17,6,3,2,5,0,4,3,0,4069
c178ecbc-93b3-4412-8f20-d42ada3612fa,2026-02-04,2026-02-04T00:41:05.283Z,2026-02-04T00:43:58.711Z,19,30,49,18,8,3,2,4,0,7,3,0,4069
d6cc4302-ea6e-42f4-b5a1-a0b49d9987e3,2026-02-04,2026-02-04T00:44:02.522Z,2026-02-04T00:46:10.636Z,25,36,61,24,11,4,5,4,0,4,4,0,4069
1b3dca31-0392-4a19-93a6-19de982dc2f4,2026-02-04,2026-02-04T00:46:14.156Z,2026-02-04T00:48:48.594Z,25,35,60,24,5,9,5,4,0,3,3,0,4069
7635edf2-2401-4726-834e-91b8f7f012a7,2026-02-04,2026-02-04T00:48:52.200Z,2026-02-04T00:53:51.850Z,18,29,47,17,6,2,3,4,0,3,2,0,4069
fd4f592d-f0cb-4b81-9b45-1cf90dc49e2c,2026-02-04,2026-02-04T00:53:55.661Z,2026-02-04T00:55:20.669Z,16,26,42,15,4,4,4,3,0,3,2,0,4069
80cceadc-9ec0-4e23-a2fb-a2b448f075d3,2026-02-04,2026-02-04T00:55:24.056Z,2026-02-04T01:03:26.316Z,50,75,125,49,16,10,14,5,0,6,3,0,4069
d9132bf7-b346-4943-ab41-c6b854026bc7,2026-02-04,2026-02-04T01:03:29.691Z,2026-02-04T01:05:10.656Z,19,31,50,18,9,3,2,4,0,4,3,0,4069
6eaa96b6-7f82-4977-9315-ee7d38c2d7f0,2026-02-04,2026-02-04T01:31:56.364Z,2026-02-04T13:11:42.696Z,122,167,289,110,10,5,93,0,0,2,3,0,4556
d6eb38f1-00bb-4500-a6c9-1431abc09ca6,2026-02-04,2026-02-04T01:33:28.070Z,2026-02-04T02:06:49.304Z,20,43,63,18,5,4,0,3,0,5,3,0,469
3ea48046-0b85-4f36-baa2-8b59d4d99fac,2026-02-04,2026-02-04T02:08:00.179Z,2026-02-04T02:26:05.406Z,125,197,322,121,41,54,10,15,0,18,14,0,6795
ed3f92c8-5746-41e6-9882-518472d518c4,2026-02-04,2026-02-04T13:16:09.577Z,2026-02-04T14:30:09.636Z,108,147,255,100,26,16,42,15,0,23,10,0,7514
a3f72645-5d99-4314-b2d6-e6929258849a,2026-02-04,2026-02-04T14:30:27.707Z,2026-02-04T16:05:48.362Z,235,356,591,223,22,19,162,14,0,14,11,0,39051
c5062ccf-4706-47ea-9ac9-dffad5904ff2,2026-02-04,2026-02-04T16:07:40.331Z,2026-02-04T16:50:57.303Z,55,83,138,48,3,2,33,9,0,3,2,0,5119
a8497a23-25dd-4029-8ea3-99badce5b06d,2026-02-04,2026-02-04T16:57:22.194Z,2026-02-04T18:43:34.362Z,77,116,193,66,1,2,63,0,0,1,1,0,7668
e32ae267-a919-4f85-b037-407753762aa3,2026-02-04,2026-02-04T18:45:35.045Z,2026-02-04T20:03:20.983Z,118,194,312,105,5,3,95,1,0,4,2,0,18505
948ed354-dab8-477a-a373-bee2bdc8ca3d,2026-02-04,2026-02-04T19:47:03.774Z,2026-02-04T20:58:20.729Z,63,102,165,59,17,14,15,0,0,4,3,0,9555
5d9097e2-da59-40f7-b9f4-b1100ba779d0,2026-02-04,2026-02-04T20:58:34.652Z,2026-02-04T21:11:29.481Z,24,38,62,17,6,1,4,3,0,4,1,0,6046
68081f1e-e9e4-410a-8136-8596f36e286e,2026-02-04,2026-02-04T21:11:44.319Z,2026-02-04T23:50:48.819Z,371,526,897,327,87,69,139,24,0,46,29,0,71376
b92c1203-e2e0-408e-9a06-ec6ac741803e,2026-02-04,2026-02-04T21:53:00.051Z,2026-02-04T21:53:03.765Z,1,2,3,0,0,0,0,0,0,0,0,0,5
d034ab20-10e2-4cc2-8eef-8fd02b2d5c6f,2026-02-04,2026-02-04T22:30:01.795Z,2026-02-04T23:12:24.743Z,7,3,10,0,0,0,0,0,0,0,0,0,888
7161445a-7f34-4059-bdc8-6d7f718edc75,2026-02-04,2026-02-04T23:16:07.304Z,2026-02-05T01:44:15.028Z,43,72,115,40,14,13,3,2,0,4,2,0,341
25d0db44-adb4-4f46-9103-a5980a40b0e2,2026-02-04,2026-02-04T23:52:19.628Z,2026-02-04T23:59:16.528Z,11,20,31,11,4,1,1,2,0,2,1,0,5774
da288af6-cae4-429f-b0e2-c85f266f3f89,2026-02-05,2026-02-05T00:08:12.496Z,2026-02-05T00:51:04.596Z,123,150,273,115,23,22,27,42,0,10,21,0,13686
0b3b4140-6174-4bfc-b82f-40aaed6e05fa,2026-02-05,2026-02-05T00:25:34.552Z,2026-02-05T02:09:03.360Z,80,108,188,70,34,12,21,1,0,26,10,0,963
6c4d6867-983c-4244-bf83-7d96bafa9318,2026-02-05,2026-02-05T00:37:39.619Z,2026-02-05T00:55:43.441Z,35,40,75,28,1,0,27,0,0,1,0,0,5512
e15f3549-80a2-4c7a-bc37-da48d3e0fbf2,2026-02-05,2026-02-05T00:52:41.611Z,2026-02-05T00:53:16.604Z,7,7,14,3,1,2,0,0,0,1,1,0,4780
1db4bcfc-bd35-464d-a6fe-6442195181c6,2026-02-05,2026-02-05T01:00:14.738Z,2026-02-05T02:08:53.267Z,130,210,340,117,17,11,86,2,0,6,4,0,19671
e3c78139-d7ad-4566-b506-c093c0152f8e,2026-02-05,2026-02-05T02:12:23.123Z,2026-02-05T02:34:35.958Z,26,46,72,20,10,2,2,3,0,6,1,0,4806
63d63e7b-f435-40ab-939e-7b8765f4e82f,2026-02-05,2026-02-05T02:34:35.950Z,2026-02-05T03:04:35.335Z,163,233,396,155,34,43,54,22,0,25,21,0,9099
214809e7-4b73-49e4-843a-273be7d8e2c5,2026-02-05,2026-02-05T03:03:43.909Z,2026-02-05T03:26:00.586Z,38,67,105,33,7,1,18,2,0,7,1,0,731
c267e583-7251-457a-b6f0-53686fc9c2ec,2026-02-05,2026-02-05T03:11:53.775Z,2026-02-05T13:30:53.828Z,164,216,380,144,15,4,114,11,0,12,3,0,1922
f1924376-656d-409d-918b-17532fb1f52c,2026-02-05,2026-02-05T03:26:33.251Z,2026-02-05T03:56:58.026Z,89,137,226,83,14,19,37,12,0,7,5,0,14785
debcb520-ed0a-45c9-a4bd-c6327e4a5742,2026-02-05,2026-02-05T13:33:08.613Z,2026-02-05T13:42:09.546Z,14,23,37,11,3,1,0,2,0,3,1,0,4103
4c4d7565-954c-449c-a046-bbebb083907a,2026-02-05,2026-02-05T13:45:24.975Z,2026-02-05T17:30:44.117Z,322,515,837,288,35,26,190,29,0,16,11,0,68548
480c3ac5-6755-48d7-9920-49ee88b21957,2026-02-05,2026-02-05T16:21:00.409Z,2026-02-05T16:21:04.589Z,1,3,4,0,0,0,0,0,0,0,0,0,89
60832ea1-a3d0-40a5-b53f-6ebb3b557294,2026-02-05,2026-02-05T17:25:30.143Z,2026-02-05T19:10:31.369Z,75,150,225,66,5,31,29,0,0,4,3,0,3678
871cb6ec-fd1f-48e8-92f9-e0bc3140d172,2026-02-05,2026-02-05T18:10:47.779Z,2026-02-05T21:10:49.039Z,138,205,343,111,19,8,78,3,0,10,3,0,3845
d035c540-148a-49f0-9ad2-333246177ba3,2026-02-05,2026-02-05T18:15:44.884Z,2026-02-05T18:19:15.331Z,18,28,46,12,0,0,11,1,0,0,0,0,549
15ad7f0e-48f5-44a7-80df-7cbeca1f1635,2026-02-05,2026-02-05T18:23:15.428Z,2026-02-05T18:23:57.929Z,13,17,30,9,6,0,3,0,0,5,0,0,489
323910a4-fbf8-4608-b336-6bd1df891c29,2026-02-05,2026-02-05T19:34:27.341Z,2026-02-05T19:51:17.021Z,29,39,68,27,17,1,4,2,0,13,1,0,83
c4bd3f45-177e-4a6d-af93-1d3270ce6cbd,2026-02-05,2026-02-05T19:51:17.019Z,2026-02-05T21:19:15.114Z,66,94,160,55,19,9,21,2,0,10,9,0,5488
5cf67b9e-3767-4c54-8549-f8ea4e2ffcfc,2026-02-05,2026-02-05T21:12:12.875Z,2026-02-06T12:36:45.825Z,129,171,300,115,20,13,59,18,0,18,13,0,5430
40020abb-37f9-43de-97f3-05085c82c556,2026-02-05,2026-02-05T21:12:58.192Z,2026-02-05T22:43:28.843Z,21,36,57,17,2,0,15,0,0,2,0,0,1105
ab7b69fe-eba1-4be5-87bf-fd57de8dcfb8,2026-02-05,2026-02-05T21:18:45.370Z,2026-02-05T21:18:47.259Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
24df1a50-49bb-4b7a-8735-9a347eab30c9,2026-02-05,2026-02-05T21:18:52.379Z,2026-02-05T21:18:52.810Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
00dff087-0466-4560-af61-e829f7333c74,2026-02-05,2026-02-05T21:18:58.479Z,2026-02-05T21:18:58.911Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
8148b74c-e993-48fa-ae6d-270082f3dd27,2026-02-05,2026-02-05T21:19:04.276Z,2026-02-05T21:19:04.824Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
ff43a892-06b5-4002-97b6-dac737005043,2026-02-05,2026-02-05T21:19:11.050Z,2026-02-05T21:19:11.317Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
f7451798-13aa-407b-8de7-4ca885755a0f,2026-02-05,2026-02-05T21:19:14.514Z,2026-02-05T21:19:14.883Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
1117845e-a534-45c4-afcc-8bff800c54ec,2026-02-05,2026-02-05T21:19:18.398Z,2026-02-05T21:19:18.699Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
674e45c5-1ae9-4924-aafc-cca961adaca0,2026-02-05,2026-02-05T21:19:21.846Z,2026-02-05T21:19:22.170Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
43a3b4af-1c4d-4600-8bd1-0b4dd0b479ed,2026-02-05,2026-02-05T21:19:25.366Z,2026-02-05T21:19:25.720Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
118f70ef-58bd-43fe-9b69-56295bb01a26,2026-02-05,2026-02-05T21:19:28.865Z,2026-02-05T21:19:29.188Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
8398deac-38c5-40ef-ae07-98befba530e4,2026-02-05,2026-02-05T21:19:32.610Z,2026-02-05T21:19:32.973Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
7a5f332d-ee3f-4f86-903b-7273c8568b34,2026-02-05,2026-02-05T21:19:36.378Z,2026-02-05T21:19:36.742Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
fcae6c1f-b5ff-450c-8000-07092c3942fd,2026-02-05,2026-02-05T21:19:40.218Z,2026-02-05T21:19:40.584Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
4ca32f19-54e5-4f79-bb0f-3bf2d42fd046,2026-02-05,2026-02-05T21:19:46.572Z,2026-02-05T21:19:46.925Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
89a28ab5-85d1-4659-aaec-359cf18cfbc0,2026-02-05,2026-02-05T21:19:50.227Z,2026-02-05T21:19:50.639Z,1,1,2,0,0,0,0,0,0,0,0,0,4069
e3320f85-50bf-4d64-9511-06ce157c2c10,2026-02-06,2026-02-06T01:28:42.474Z,2026-02-06T13:01:06.699Z,196,297,493,165,45,33,75,4,0,17,14,0,107460
cd3e93bd-4023-4103-a29c-038b162fa2eb,2026-02-06,2026-02-06T01:43:47.926Z,2026-02-06T01:44:37.833Z,17,19,36,13,12,0,1,0,0,6,0,0,484
